,year,month,state,n_incidents
2346,2017,12,Missouri,90
2347,2017,12,Montana,8
2348,2017,12,Nebraska,11
2349,2017,12,Nevada,30
2350,2017,12,New Hampshire,1
2351,2017,12,New Jersey,49
2352,2017,12,New Mexico,16
2353,2017,12,New York,86
2354,2017,12,North Carolina,101
2355,2017,12,North Dakota,4
2356,2017,12,Ohio,135
2357,2017,12,Oklahoma,41
2358,2017,12,Oregon,24
2359,2017,12,Pennsylvania,128
2360,2017,12,Rhode Island,2
2361,2017,12,South Carolina,72
2362,2017,12,South Dakota,2
2363,2017,12,Tennessee,107
2364,2017,12,Texas,145
2365,2017,12,Utah,11
2366,2017,12,Virginia,88
2367,2017,12,Washington,49
2368,2017,12,West Virginia,22
2369,2017,12,Wisconsin,30
2370,2017,12,Wyoming,2
2371,2018,1,Alabama,96
2372,2018,1,Alaska,8
2373,2018,1,Arizona,44
2374,2018,1,Arkansas,54
2375,2018,1,California,223
2376,2018,1,Colorado,46
2377,2018,1,Connecticut,26
2378,2018,1,Delaware,12
2379,2018,1,Florida,199
2380,2018,1,Georgia,96
2381,2018,1,Hawaii,1
2382,2018,1,Idaho,11
2383,2018,1,Illinois,215
2384,2018,1,Indiana,69
2385,2018,1,Iowa,21
2386,2018,1,Kansas,30
2387,2018,1,Kentucky,51
2388,2018,1,Louisiana,120
2389,2018,1,Maine,4
2390,2018,1,Maryland,78
2391,2018,1,Massachusetts,30
2392,2018,1,Michigan,63
2393,2018,1,Minnesota,20
2394,2018,1,Mississippi,73
2395,2018,1,Missouri,99
2396,2018,1,Montana,5
2397,2018,1,Nebraska,17
2398,2018,1,Nevada,29
2399,2018,1,New Hampshire,7
2400,2018,1,New Jersey,39
2401,2018,1,New Mexico,17
2402,2018,1,New York,62
2403,2018,1,North Carolina,102
2404,2018,1,North Dakota,1
2405,2018,1,Ohio,143
2406,2018,1,Oklahoma,34
2407,2018,1,Oregon,28
2408,2018,1,Pennsylvania,121
2409,2018,1,Rhode Island,9
2410,2018,1,South Carolina,91
2411,2018,1,South Dakota,7
2412,2018,1,Tennessee,107
2413,2018,1,Texas,192
2414,2018,1,Utah,13
2415,2018,1,Vermont,3
2416,2018,1,Virginia,85
2417,2018,1,Washington,44
2418,2018,1,West Virginia,14
2419,2018,1,Wisconsin,49
2420,2018,1,Wyoming,4
2421,2018,2,Alabama,80
2422,2018,2,Alaska,3
2423,2018,2,Arizona,31
2424,2018,2,Arkansas,21
2425,2018,2,California,162
2426,2018,2,Colorado,26
2427,2018,2,Connecticut,21
2428,2018,2,Delaware,12
2429,2018,2,Florida,131
2430,2018,2,Georgia,72
2431,2018,2,Hawaii,3
2432,2018,2,Idaho,2
2433,2018,2,Illinois,160
2434,2018,2,Indiana,37
2435,2018,2,Iowa,6
2436,2018,2,Kansas,19
2437,2018,2,Kentucky,44
2438,2018,2,Louisiana,91
2439,2018,2,Maine,2
2440,2018,2,Maryland,45
2441,2018,2,Massachusetts,34
2442,2018,2,Michigan,57
2443,2018,2,Minnesota,27
2444,2018,2,Mississippi,53
2445,2018,2,Missouri,57
2446,2018,2,Montana,6
2447,2018,2,Nebraska,12
2448,2018,2,Nevada,30
2449,2018,2,New Hampshire,4
2450,2018,2,New Jersey,25
2451,2018,2,New Mexico,18
2452,2018,2,New York,45
2453,2018,2,North Carolina,84
2454,2018,2,North Dakota,3
2455,2018,2,Ohio,91
2456,2018,2,Oklahoma,35
2457,2018,2,Oregon,11
2458,2018,2,Pennsylvania,78
2459,2018,2,Rhode Island,4
2460,2018,2,South Carolina,61
2461,2018,2,South Dakota,3
2462,2018,2,Tennessee,68
2463,2018,2,Texas,160
2464,2018,2,Utah,7
2465,2018,2,Vermont,2
2466,2018,2,Virginia,61
2467,2018,2,Washington,35
2468,2018,2,West Virginia,15
2469,2018,2,Wisconsin,28
2470,2018,2,Wyoming,2
2471,2018,3,Alabama,84
2472,2018,3,Alaska,7
2473,2018,3,Arizona,37
2474,2018,3,Arkansas,29
2475,2018,3,California,144
2476,2018,3,Colorado,31
2477,2018,3,Connecticut,14
2478,2018,3,Delaware,7
2479,2018,3,Florida,107
2480,2018,3,Georgia,77
2481,2018,3,Hawaii,1
2482,2018,3,Idaho,5
2483,2018,3,Illinois,134
2484,2018,3,Indiana,57
2485,2018,3,Iowa,15
2486,2018,3,Kansas,27
2487,2018,3,Kentucky,38
2488,2018,3,Louisiana,62
2489,2018,3,Maine,2
2490,2018,3,Maryland,45
2491,2018,3,Massachusetts,17
2492,2018,3,Michigan,75
2493,2018,3,Minnesota,15
2494,2018,3,Mississippi,49
2495,2018,3,Missouri,60
2496,2018,3,Montana,2
2497,2018,3,Nebraska,4
2498,2018,3,Nevada,26
2499,2018,3,New Jersey,24
2500,2018,3,New Mexico,18
2501,2018,3,New York,47
2502,2018,3,North Carolina,78
2503,2018,3,North Dakota,3
2504,2018,3,Ohio,67
2505,2018,3,Oklahoma,35
2506,2018,3,Oregon,20
2507,2018,3,Pennsylvania,59
2508,2018,3,Rhode Island,4
2509,2018,3,South Carolina,45
2510,2018,3,South Dakota,2
2511,2018,3,Tennessee,69
2512,2018,3,Texas,149
2513,2018,3,Utah,9
2514,2018,3,Vermont,1
2515,2018,3,Virginia,64
2516,2018,3,Washington,29
2517,2018,3,West Virginia,16
2518,2018,3,Wisconsin,51
2519,2018,3,Wyoming,4
